player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,games,games_starts,minutes,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Ajdin Hrustic,MF,Australia,26,1996,0.7,2,0,1,1,0,1,1,100,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,3,0,2,0,17,21,81,263,42,10,11,90.9,4,5,80,1,3,33.3,0,0,0,0,0,1,0,0,1,21,19,2,1,0,1,1,1,0,0,0,0,17,0,0,3,62,21,17.2,0,NA,0,3,21,1,2,1,0,1,1.45,2.36,0.6,1.6,-1,-1.44,-0.25,32,3,6,15,12,1,32,1,4,25,2,1,21,4,0,1,0,0,1.45,0,0,NA,22.4,0,0,0,0,0,0.03,0,0,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Akram Afif,FW,Qatar,26,1996,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,2.33,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,1,13,0,0,0,0,0,14,1,1,50,139,165,84.2,2502,645,45,50,90,60,66,90.9,21,28,75,0,0.3,0.3,-0.3,5,10,4,1,7,165,142,22,8,1,2,13,2,6,4,1,0,139,1,4,3,270,90,100,3,90,3,0,NA,0,0,1,7,-6,-2,NA,1.4,3.5,-2.1,-0.71,NA,181,1,11,122,50,2,181,3,7,42.9,5,5,141,10,0,2,0,0,0.67,0,0,NA,29.8,0,0,0,0,0,0.02,0,0,3,3,270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0.02,0.1,0.12,0.02,0.12
Alan Franco,MF,Ecuador,24,1998,0.5,1,0,0,1,0,0,1,0,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,50,10,11,90.9,114,59,8,8,100,2,2,100,0,0,NA,0,0,0,0,0,0,0,0,1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,2,46,23,17,1,45,0,1,1,1,1.5,0,1,-1,-1.96,-2.76,0.1,1.6,-1.4,-2.79,-3.83,16,1,5,10,1,0,16,0,0,NA,1,0,9,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro Balde,DF,Spain,19,2003,1.4,6,6,2,2,2,2,2,100,0,2,0,2,0,6,2,0,2,1.75,1,0,0,0,1,0,1,0.87,1,0,0,0,0,0,0,0,0,2,1,0,2,0,6,0,0,0,10,0,2,0,112,123,91.1,1890,293,49,56,87.5,55,57,96.5,7,9,77.8,0,0,0.2,0,0,5,2,0,4,123,111,12,1,1,0,2,11,0,0,0,0,112,0,0,4,126,32,32.3,1,67,0,3,20,0,1.25,4,3,1,0.71,-0.99,1.9,1.7,0.2,0.19,-0.6,135,0,17,86,33,3,135,0,2,0,2,3,109,4,0,1,0,0,0.71,0,0,NA,11.3,0,0,0,0,0,0.05,0,0,4,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Aleksandar Mitrovi<c4><87>,FW,Serbia,28,1994,2.9,1,0,0,0,1,1,1,100,0,1,0,1,0,1,1,0,3,1.03,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,6,5,12,29.4,54,69,78.3,799,106,29,34,85.3,17,22,77.3,3,4,75,0,0.7,0.1,-0.7,2,5,1,0,2,69,57,11,0,0,2,1,0,0,0,0,0,54,1,1,3,262,87,97,3,87,2,0,NA,0,0.33,5,8,-3,-1.03,-1.03,3.3,7.3,-3.9,-1.35,-1.13,95,1,3,54,39,14,95,1,1,100,6,3,67,12,2,10,3,30,3.44,1.03,0.2,0.67,14.1,0,0,0,1.6,1.6,0.16,0.4,0.4,3,3,262,2,0,2,0,0,1,0,0.69,0,0.69,0.69,0.69,1.6,1.6,0.7,2.4,0.57,0.24,0.81,0.57,0.81
Alex Sandro,DF,Brazil,31,1991,1.9,8,3,6,2,0,2,2,100,0,1,0,1,3,11,8,0,6,3.09,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,3,3,0,0,0,16,2,1,66.7,146,164,89,2133,657,85,89,95.5,53,60,88.3,5,11,45.5,0,0.1,0.2,-0.1,1,11,2,1,11,164,140,23,3,0,0,4,20,0,0,0,0,146,1,2,2,175,88,48.6,2,88,1,0,NA,0,3,3,0,3,1.54,0.57,3.2,0.5,2.7,1.38,-1.22,187,6,43,108,37,0,187,1,2,50,1,0,118,4,0,1,0,0,0.51,0,0,NA,33.5,0,0,0,0,0,0.03,0,0,2,2,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.04,0.05,0.01,0.05
Alex Telles,DF,Brazil,29,1992,0.7,2,2,0,1,1,1,1,100,0,0,0,0,0,2,1,0,1,1.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,1,1,1,50,33,42,78.6,507,135,15,17,88.2,15,18,83.3,1,5,20,0,0,0,0,0,3,0,0,2,42,37,5,2,0,0,3,3,0,0,0,0,33,0,0,2,59,30,16.4,1,54,0,1,5,1,1.5,0,0,0,0,-1.5,1.4,0.2,1.2,1.79,-0.26,46,0,12,21,14,1,46,0,0,NA,1,0,32,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Bah,DF,Denmark,24,1997,0.5,4,4,2,1,1,2,3,66.7,1,2,0,2,2,6,0,0,4,7.83,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,4,0,0,0,3,4,0,100,37,53,69.8,580,150,15,18,83.3,19,23,82.6,1,9,11.1,0,0.1,0.1,-0.1,1,0,3,1,2,53,46,7,0,0,0,4,7,0,0,0,0,37,0,1,2,46,23,17,0,NA,0,2,23,1,0,0,1,-1,-1.96,-1.55,0.4,0.4,-0.1,-0.16,0.28,65,1,22,19,24,3,65,0,2,0,0,0,36,2,0,2,0,0,3.91,0,0,NA,19.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.11,0.14,0.25,0.11,0.25
Alexander Djiku,DF,Ghana,28,1994,1.1,1,1,1,0,0,1,1,100,0,0,0,0,2,3,9,0,1,0.93,1,0,0,0,0,0,1,0.93,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,3,2,0,100,22,28,78.6,381,180,7,7,100,12,14,85.7,2,6,33.3,0,0,0,0,0,1,0,0,1,28,27,1,1,0,0,0,0,0,0,0,0,22,0,0,2,97,49,35.9,1,89,0,1,8,1,1.5,2,3,-1,-0.93,-0.41,0.9,2.4,-1.4,-1.33,-1.33,43,15,33,10,0,0,43,0,0,NA,0,0,18,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis Mac Allister,MF,Argentina,23,1998,2.6,6,2,2,4,0,4,4,100,0,3,0,3,2,8,0,0,8,3.13,8,0,0,0,0,0,1,0.39,1,0,0,0,0,0,0,0,0,1,5,0,1,2,2,0,0,0,18,0,4,0,122,133,91.7,1665,213,83,90,92.2,31,34,91.2,4,5,80,0,0.4,0.2,-0.4,4,8,2,0,9,133,133,0,0,0,1,1,0,0,0,0,0,122,0,0,3,230,77,63.9,3,77,0,0,NA,1,3,5,1,4,1.57,1.57,3.9,0.7,3.3,1.27,-0.82,159,0,16,75,69,5,159,1,3,33.3,4,1,123,12,1,2,2,100,0.78,0.78,0.5,0.5,14.4,0,0,0,0.3,0.3,0.16,0.7,0.7,3,3,230,1,0,1,0,0,0,0,0.39,0,0.39,0.39,0.39,0.3,0.3,0.4,0.7,0.13,0.14,0.27,0.13,0.27
Alexis Vega,FW,Mexico,25,1997,2.1,0,0,0,0,0,0,0,NA,0,1,0,1,1,1,2,0,4,1.87,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,6,1,0,0,0,0,16,1,5,16.7,40,56,71.4,658,208,23,26,88.5,12,18,66.7,4,8,50,0,0.1,0.1,-0.1,1,3,0,0,4,56,50,6,2,2,0,6,0,4,0,3,0,40,0,2,3,193,64,71.5,3,64,0,0,NA,0,1.33,0,1,-1,-0.47,-0.47,1.9,1.3,0.7,0.31,0.02,85,1,8,42,35,8,85,1,4,25,6,8,50,9,0,9,2,22.2,4.2,0.93,0,0,21,1,0,0,0.8,0.8,0.09,-0.8,-0.8,3,3,193,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,0.39,0.06,0.44,0.39,0.44
Ali Abdi,DF,Tunisia,28,1993,2.1,8,5,5,2,1,3,3,100,0,1,0,1,4,12,13,1,3,1.44,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,5,4,5,0,0,0,17,9,5,64.3,72,116,62.1,1451,630,25,31,80.6,38,57,66.7,9,22,40.9,0,0,0.1,0,1,4,2,0,6,116,87,28,0,0,0,5,27,1,1,0,0,72,1,5,3,188,63,69.6,2,90,2,1,8,0,1.33,0,1,-1,-0.48,-1.58,1.8,2.3,-0.4,-0.21,-0.14,152,16,66,61,26,3,152,1,2,50,5,4,67,11,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,2,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02
Ali Al Hassan,MF,Saudi Arabia,25,1997,0.5,2,1,0,2,0,1,1,100,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0,NA,4,7,57.1,56,15,3,4,75,1,2,50,0,0,NA,0,0,0,0,0,2,0,0,1,7,6,1,1,0,0,1,0,0,0,0,0,4,0,1,1,45,45,16.7,1,45,0,0,NA,2,0,0,0,0,0,0.8,0.2,1,-0.8,-1.56,-0.66,15,1,4,8,3,1,15,0,0,NA,1,1,5,0,0,1,0,0,2,0,0,NA,10.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,1,1,45,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.15,0,0.15,0.15,0.15
Ali Al-Bulaihi,DF,Saudi Arabia,33,1989,2.4,4,2,2,2,0,2,4,50,2,1,1,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,2,0,0,0,5,3,3,50,78,97,80.4,1353,379,31,36,86.1,39,45,86.7,6,13,46.2,0,0,0,0,0,2,0,0,5,97,87,10,4,0,1,0,6,0,0,0,0,78,0,0,3,216,72,80,3,72,2,0,NA,0,1,2,3,-1,-0.42,1.25,2,4.5,-2.6,-1.06,-0.27,110,7,54,55,1,0,110,0,0,NA,2,0,65,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,3,216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Assadalla,MF,Qatar,29,1993,0.3,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,1,3.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,21,23,91.3,242,39,14,14,100,5,7,71.4,0,0,NA,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,21,0,0,1,27,27,10,0,NA,0,1,27,2,0,0,0,0,0,2.22,0,0,0,0.06,0.86,24,0,5,14,6,0,24,1,1,100,0,0,22,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Gholizadeh,MF,IR Iran,26,1996,2.2,0,0,0,0,0,0,2,0,2,5,0,5,3,3,2,0,7,3.18,5,1,0,1,0,0,1,0.45,1,0,0,0,0,0,0,0,0,3,1,2,4,3,0,0,0,0,21,0,1,0,46,72,63.9,637,262,30,39,76.9,13,20,65,2,9,22.2,1,0.2,0.7,0.8,2,4,4,1,4,72,66,6,0,1,2,4,3,3,2,0,0,46,0,2,3,199,66,73.7,2,77,0,1,45,0,1,2,4,-2,-0.9,0.36,2.3,3,-0.6,-0.29,0.11,86,5,22,35,33,3,86,4,8,50,2,2,51,7,0,1,0,0,0.45,0,0,NA,26.2,0,0,0,0,0,0.03,0,0,3,2,199,0,1,0,0,0,0,0,0,0.45,0.45,0,0.45,0,0,0.2,0.2,0.01,0.07,0.09,0.01,0.09
Ali Karimi,MF,IR Iran,28,1994,1.1,3,3,3,0,0,1,2,50,1,0,0,0,3,6,1,0,1,0.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,3,0,0,0,6,3,2,60,34,45,75.6,584,149,18,21,85.7,12,15,80,4,7,57.1,0,0,0,0,0,4,1,0,3,45,44,1,1,0,0,2,0,0,0,0,0,34,0,2,3,99,33,36.7,1,45,0,2,27,0,1,2,3,-1,-0.91,0.14,1.1,1.4,-0.3,-0.28,0.06,55,2,10,33,12,1,55,0,0,NA,1,0,36,3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Ma??loul,DF,Tunisia,32,1990,1,1,1,0,1,0,1,1,100,0,2,0,2,0,1,4,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,5,0,1,0,39,63,61.9,733,412,19,22,86.4,13,18,72.2,6,19,31.6,0,0,0.1,0,0,4,2,1,4,63,43,19,1,0,1,13,12,6,5,1,0,39,1,2,1,90,90,33.3,1,90,1,0,NA,2,3,1,0,1,1,1.5,0.5,0.8,-0.3,-0.3,-0.2,70,3,12,28,30,0,70,0,0,NA,0,1,34,3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alidu Seidu,DF,Ghana,22,2000,1.7,6,4,5,1,0,2,2,100,0,5,0,5,0,6,3,0,2,1.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,5,0,6,0,4,0,0,0,6,1,0,100,59,78,75.6,791,246,43,47,91.5,12,17,70.6,2,8,25,0,0,0,0,0,3,1,1,1,78,62,16,2,0,0,6,14,0,0,0,0,59,0,2,2,155,78,57.4,2,78,1,0,NA,1,0,0,3,-3,-1.74,-2.52,1.6,3.3,-1.6,-0.95,-1.12,98,3,37,42,22,1,98,4,6,66.7,4,0,49,0,0,1,0,0,0.58,0,0,NA,31.9,0,0,0,0,0,0.01,0,0,2,2,155,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Alireza Beiranvand,GK,IR Iran,30,1992,1.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,31,64.5,604,501,2,2,100,13,13,100,5,16,31.3,0,0,0,0,0,1,0,0,0,31,22,9,0,0,0,0,0,0,0,0,0,20,0,0,2,109,55,40.4,2,55,1,0,NA,0,0,0,1,-1,-0.83,0.29,0.4,1.3,-0.9,-0.71,-0.66,34,30,33,1,0,0,34,0,0,NA,0,0,17,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,2,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alireza Jahanbakhsh,MF,IR Iran,29,1993,0.7,1,1,0,1,0,0,1,0,1,2,0,2,1,2,0,0,4,6.1,3,0,0,1,0,0,2,3.05,1,0,0,1,0,0,2,0,0,2,0,0,1,1,1,0,0,0,1,0,3,0,11,17,64.7,160,54,4,5,80,6,9,66.7,0,0,NA,0,0,0,0,0,1,1,0,2,17,14,2,1,0,0,1,0,0,0,0,0,11,1,1,2,59,30,21.9,1,45,0,1,14,0,1.5,2,3,-1,-1.53,-0.67,0.6,1.1,-0.4,-0.62,-0.39,27,0,6,12,9,1,27,1,1,100,1,0,13,3,0,3,0,0,4.58,0,0,NA,22.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,2,1,59,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.29,0,0.29,0.29,0.29
Alisson,GK,Brazil,30,1992,2.9,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,NA,52,63,82.5,1014,603,21,21,100,23,25,92,8,16,50,0,0,0,0,0,1,0,0,0,63,46,17,5,0,0,0,0,0,0,0,0,52,0,1,3,259,86,71.9,3,86,2,0,NA,1,3,7,1,6,2.08,2.98,6.7,0.9,5.8,2.03,0.07,70,61,70,0,0,0,70,0,0,NA,1,0,27,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,3,3,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistair Johnston,DF,Canada,24,1998,3,5,3,5,0,0,2,7,28.6,5,6,1,5,2,7,4,0,8,2.67,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,8,2,3,0,0,0,16,4,2,66.7,147,186,79,2408,998,77,86,89.5,55,67,82.1,12,25,48,0,0.2,0.1,-0.2,3,9,3,1,10,186,145,41,6,0,1,8,35,0,0,0,0,147,0,3,3,270,90,100,3,90,3,0,NA,0,0,2,7,-5,-1.67,NA,4.2,3.9,0.3,0.11,NA,209,8,61,106,44,5,209,1,1,100,4,1,121,4,0,2,1,50,0.67,0.33,0,0,8.5,0,0,0,0.8,0.8,0.4,-0.8,-0.8,3,3,270,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.2,1,0.27,0.06,0.33,0.27,0.33
Almoez Ali,FW,Qatar,26,1996,2.5,1,0,0,0,1,0,2,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,0,1,0,0,0,0,6,2,9,18.2,33,45,73.3,493,32,17,21,81,10,15,66.7,3,3,100,0,0,0,0,0,0,0,0,0,45,42,3,0,0,0,0,0,0,0,0,0,33,0,1,3,224,75,83,3,75,1,0,NA,0,0,1,7,-6,-2.41,-2.41,1.3,3.5,-2.1,-0.86,-0.88,66,1,5,41,20,6,66,0,3,0,6,3,48,8,0,3,1,33.3,1.21,0.4,0,0,16.4,0,0,0,0.4,0.4,0.12,-0.4,-0.4,3,3,224,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.15,0,0.15,0.15,0.15
Alphonso Davies,MF,Canada,22,2000,3,2,1,0,1,1,0,1,0,1,5,0,5,3,5,1,0,8,2.67,6,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,10,3,1,0,0,0,14,3,2,60,82,114,71.9,1212,231,46,53,86.8,32,39,82.1,2,9,22.2,0,0.5,0.2,-0.5,6,2,1,0,2,114,84,27,5,1,1,10,15,5,3,1,0,82,3,5,3,270,90,100,3,90,3,0,NA,0,0,2,7,-5,-1.67,NA,4.2,3.9,0.3,0.11,NA,156,3,13,62,87,7,156,11,24,45.8,11,7,94,15,1,3,1,33.3,1,0.33,0.33,1,21,1,0,1,1.1,0.3,0.09,-0.1,0.7,3,3,270,1,0,1,0,1,1,0,0.33,0,0.33,0.33,0.33,1.1,0.3,0.5,0.8,0.36,0.17,0.53,0.09,0.27
Amadou Onana,MF,Belgium,21,2001,1.2,4,1,2,2,0,1,2,50,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,1,0,0,0,7,2,0,100,58,64,90.6,998,220,27,28,96.4,27,29,93.1,4,6,66.7,0,0,0,0,0,3,0,0,1,64,63,0,0,1,0,0,0,0,0,0,0,58,1,0,2,104,52,38.5,1,59,0,1,45,0,1.5,0,0,0,0,0.54,1.2,0.7,0.4,0.36,0.49,74,0,11,58,6,3,74,1,1,100,4,1,59,1,0,2,0,0,1.73,0,0,NA,8.3,0,0,0,0.5,0.5,0.23,-0.5,-0.5,2,1,104,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0,0.5,0.4,0,0.4,0.4,0.4
Andre-Frank Zambo Anguissa,MF,Cameroon,27,1995,2.9,4,0,3,0,1,1,3,33.3,2,2,0,2,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,5,0,0,0,0,16,4,0,100,113,130,86.9,1720,560,63,67,94,45,51,88.2,3,5,60,1,0,0.1,1,0,14,1,0,8,130,127,3,2,0,0,2,1,0,0,0,0,113,0,1,3,260,87,96.3,3,87,2,0,NA,0,1.33,4,4,0,0,0,3.4,5.6,-2.3,-0.78,-0.04,159,3,46,82,33,3,159,4,5,80,5,5,117,3,0,1,1,100,0.35,0.35,0,0,11.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,3,3,260,0,1,0,0,0,0,0,0,0.35,0.35,0,0.35,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02
Andreas Christensen,DF,Denmark,26,1996,3,4,2,1,3,0,2,2,100,0,7,5,2,4,8,9,0,2,0.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,4,2,0,0,0,20,6,4,60,237,251,94.4,4457,1407,89,93,95.7,116,119,97.5,26,32,81.3,0,0,0,0,0,14,0,0,14,251,249,2,2,0,0,0,0,0,0,0,0,237,0,0,3,270,90,100,3,90,3,0,NA,0,0.33,1,3,-2,-0.67,NA,2.7,3.9,-1.2,-0.39,NA,280,25,106,173,4,2,280,0,0,NA,2,1,217,1,1,2,1,50,0.67,0.33,0.5,1,5.9,0,0,0,0.4,0.4,0.18,0.6,0.6,3,3,270,1,0,1,0,0,1,0,0.33,0,0.33,0.33,0.33,0.4,0.4,0,0.4,0.12,0,0.12,0.12,0.12
Andreas Cornelius,FW,Denmark,29,1993,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,5,4.89,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,1,0,0,0,0,0,2,11,8,57.9,21,34,61.8,206,14,13,16,81.3,5,13,38.5,0,0,NA,0,0.1,0,-0.1,3,0,0,0,1,34,33,1,0,0,0,1,0,0,0,0,0,21,0,0,3,92,31,34.1,1,45,0,2,24,0,0.33,0,0,0,0,1.01,1.3,1,0.3,0.33,1.1,48,1,3,15,30,11,48,1,1,100,4,1,41,15,0,5,2,40,4.89,1.96,0,0,10.2,0,0,0,1,1,0.2,-1,-1,3,1,92,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.1,1.1,1,0.09,1.09,1,1.09
Andreas Skov Olsen,FW,Denmark,22,1999,1.5,0,0,0,0,0,0,1,0,1,3,1,2,1,1,0,0,3,2.05,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,0,0,0,0,3,1,2,33.3,43,63,68.3,652,116,25,28,89.3,15,20,75,3,4,75,0,0,0.1,0,0,2,1,0,3,63,58,5,0,0,1,4,4,1,0,0,0,43,0,7,2,132,66,48.9,2,66,0,0,NA,1,0.5,0,1,-1,-0.68,-0.03,0.8,1.4,-0.7,-0.45,-0.11,76,2,7,24,45,13,76,0,2,0,4,4,59,19,0,4,1,25,2.73,0.68,0,0,14.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,2,2,132,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.16,0,0.16,0.16,0.16
Andrej Kramari<c4><87>,FW,Croatia,31,1991,3,2,1,0,0,2,0,1,0,1,1,0,1,0,2,0,0,6,1.99,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,10,0,4,0,87,99,87.9,1224,167,60,64,93.8,18,19,94.7,5,10,50,0,0.1,0.2,-0.1,2,0,1,1,1,99,94,5,0,0,1,5,2,0,0,0,0,87,0,0,4,272,68,69.7,4,68,0,0,NA,0,1.5,4,2,2,0.66,-0.1,3.6,3.7,-0.1,-0.03,-0.24,122,0,6,51,67,12,122,3,6,50,3,6,99,18,2,7,3,42.9,2.32,0.99,0.29,0.67,13.8,0,0,0,1.5,1.5,0.21,0.5,0.5,4,4,272,2,0,2,0,0,0,0,0.66,0,0.66,0.66,0.66,1.5,1.5,0.1,1.6,0.5,0.03,0.53,0.5,0.53
